HH_NUM,SOCEC,CITY,PER_DESCcounter,CONFIGcounter,HOME_APPcounter,PETS_RECcounter,HH_INSTAcounter,HH_SIZEcounter,PER_NUM,AGE,SEX,REL_TO_HOH,WT_TYPE,DROPPED,PER_MIT,OCCUPATION,EDUCATION,UNIT_NUM,PROVIDER,CABLE_TV,PARA_ANT,sum[BW_TVCOLOR_TV],PROVEDOR_DE_CABLE,COLOR_TV,RADIO,TELEPHONE,SAMP_ST_D,N_PER
,,,,,,,,,3,36,2,4,1,0,3,3,3,,,,,,,,,,,
,,,,,,,,,4,25,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,21,2,4,1,0,5,3,5,,,,,,,,,,,
,,,,,,,,,6,21,2,4,1,0,6,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230607,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
200002,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,41,2,2,1,0,1,3,1,,,,,,,,,,,
,,,,,,,,,2,20,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230613,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
200003,1,2,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,37,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,19,2,4,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,17,2,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,16,1,4,1,0,4,3,4,,,,,,,,,,,
,,,,,,,,,5,10,1,4,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,6,4,2,4,1,0,6,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230628,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
200004,2,2,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,52,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,45,2,3,1,0,2,2,5,,,,,,,,,,,
,,,,,,,,,3,20,1,4,1,0,3,1,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230622,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
200006,2,2,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,59,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,57,2,3,1,0,2,4,7,,,,,,,,,,,
,,,,,,,,,3,17,1,4,1,0,3,1,6,,,,,,,,,,,
,,,,,,,,,4,15,1,4,1,0,4,1,4,,,,,,,,,,,
,,,,,,,,,5,22,1,5,1,0,5,1,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230711,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200007,1,2,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,55,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,37,2,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,36,1,5,1,0,3,3,3,,,,,,,,,,,
,,,,,,,,,4,14,1,5,1,0,4,1,4,,,,,,,,,,,
,,,,,,,,,5,12,2,5,1,0,5,1,2,,,,,,,,,,,
,,,,,,,,,6,7,1,5,1,0,6,1,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230721,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
200008,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,28,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,70,2,3,1,0,2,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
200009,1,2,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,34,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,33,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,14,2,4,1,0,3,1,4,,,,,,,,,,,
,,,,,,,,,4,4,2,4,1,0,4,5,1,,,,,,,,,,,
,,,,,,,,,5,3,1,4,1,0,5,5,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230818,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200010,2,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,40,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,27,2,3,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,3,1,4,1,0,3,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230906,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
200011,1,2,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,31,2,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,15,2,4,1,0,2,1,4,,,,,,,,,,,
,,,,,,,,,3,5,2,4,1,0,3,1,2,,,,,,,,,,,
,,,,,,,,,4,1,2,4,1,0,4,1,1,,,,,,,,,,,
,,,,,,,,,5,59,2,3,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200012,1,2,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,30,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,32,2,3,1,0,2,4,5,,,,,,,,,,,
,,,,,,,,,3,6,1,4,1,0,3,1,2,,,,,,,,,,,
,,,,,,,,,4,4,1,4,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,4,2,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20231003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200013,2,2,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,27,1,1,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,46,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,22,2,4,1,0,3,1,6,,,,,,,,,,,
,,,,,,,,,4,73,1,5,1,0,4,4,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,6,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
200019,1,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,46,1,2,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,23,2,4,1,0,2,4,4,,,,,,,,,,,
,,,,,,,,,3,23,1,5,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20231019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
713411,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,80,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,78,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,58,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20160909,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
714489,3,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,53,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,60,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,40,2,4,1,0,3,3,7,,,,,,,,,,,
,,,,,,,,,4,24,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,3,2,5,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,6,45,1,4,1,0,6,3,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20160929,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
714509,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,82,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,71,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,27,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20170111,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
714854,3,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,49,1,1,1,0,1,3,8,,,,,,,,,,,
,,,,,,,,,2,47,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,13,2,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,9,2,4,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,6,1,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20160319,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
715056,3,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,59,2,2,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,52,2,5,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,62,2,5,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,26,2,5,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,30,2,5,1,0,5,3,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20160901,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
716270,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,49,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,51,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,29,1,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,15,1,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20171205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
716666,2,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,63,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,36,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180515,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
716953,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,69,2,2,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,33,2,4,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,18,2,5,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,42,1,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
716955,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,68,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,97,2,5,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,12,1,5,1,0,3,4,3,,,,,,,,,,,
,,,,,,,,,4,47,2,4,1,0,4,3,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180123,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
717057,2,1,6,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,89,1,1,1,0,1,3,8,,,,,,,,,,,
,,,,,,,,,2,60,2,3,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,60,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,25,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,6,1,5,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,6,76,2,5,1,0,6,3,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180111,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
717100,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,56,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,55,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,22,2,5,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,25,2,5,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20171103,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
717209,2,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,48,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,52,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,24,2,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,21,2,4,1,0,4,3,2,,,,,,,,,,,
,,,,,,,,,5,16,1,4,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20170928,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
717342,2,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,54,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,49,2,3,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,20,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,16,2,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,5,13,2,4,1,0,5,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20170425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
717563,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,78,1,2,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,27,2,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,5,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190304,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
717627,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,59,1,1,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,58,2,3,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190301,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
717837,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,71,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,71,2,3,1,0,2,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20181018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
717850,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,55,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,16,2,4,1,0,2,4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180816,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
717913,2,1,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,65,1,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,43,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,16,1,5,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,43,1,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,5,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
718067,2,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,47,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,70,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,72,2,5,1,0,3,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,5,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
718378,2,1,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,80,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,33,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,12,2,5,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,8,2,5,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,1,1,5,1,0,5,5,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
718487,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,63,2,2,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,91,2,5,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
718841,2,1,7,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,29,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,65,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,35,2,5,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,18,1,5,1,0,4,4,5,,,,,,,,,,,
,,,,,,,,,5,13,2,5,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,6,12,1,5,1,0,6,4,2,,,,,,,,,,,
,,,,,,,,,7,5,2,5,1,0,7,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
719364,2,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,65,2,5,1,0,1,5,1,,,,,,,,,,,
,,,,,,,,,2,39,2,2,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,34,1,5,1,0,3,3,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20180731,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
719407,2,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,68,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,49,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20190318,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
719434,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,72,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,70,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,35,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,16,2,5,1,0,4,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20181127,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
