HH_NUM,SOCEC,CITY,PER_DESCcounter,CONFIGcounter,HOME_APPcounter,PETS_RECcounter,HH_INSTAcounter,HH_SIZEcounter,PER_NUM,AGE,SEX,REL_TO_HOH,WT_TYPE,DROPPED,PER_MIT,OCCUPATION,EDUCATION,UNIT_NUM,PROVIDER,CABLE_TV,PARA_ANT,sum[BW_TVCOLOR_TV],PROVEDOR_DE_CABLE,COLOR_TV,RADIO,TELEPHONE,SAMP_ST_D,N_PER
,,,,,,,,,8,65,2,5,1,0,8,3,1,,,,,,,,,,,
,,,,,,,,,9,28,1,5,1,0,9,3,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,5,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201216,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
721475,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,55,2,2,1,0,1,3,1,,,,,,,,,,,
,,,,,,,,,2,21,2,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,19,1,4,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,16,2,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210610,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
721482,1,1,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,58,2,2,1,0,1,3,1,,,,,,,,,,,
,,,,,,,,,2,39,1,4,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,24,2,5,1,0,3,3,1,,,,,,,,,,,
,,,,,,,,,4,13,2,5,1,0,4,3,2,,,,,,,,,,,
,,,,,,,,,5,10,2,5,1,0,5,3,2,,,,,,,,,,,
,,,,,,,,,6,29,2,5,1,0,6,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211110,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721509,1,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,45,1,5,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,47,2,2,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,17,1,4,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,9,2,4,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,9,2,4,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721522,1,1,10,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,36,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,37,2,3,1,0,2,3,1,,,,,,,,,,,
,,,,,,,,,3,24,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,20,2,4,1,0,4,3,4,,,,,,,,,,,
,,,,,,,,,5,16,2,4,1,0,5,4,5,,,,,,,,,,,
,,,,,,,,,6,14,2,4,1,0,6,4,2,,,,,,,,,,,
,,,,,,,,,7,10,1,4,1,0,7,4,2,,,,,,,,,,,
,,,,,,,,,8,7,2,4,1,0,8,4,1,,,,,,,,,,,
,,,,,,,,,9,29,1,5,1,0,9,3,5,,,,,,,,,,,
,,,,,,,,,10,2,2,5,1,0,10,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,5,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210507,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
721523,1,1,8,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,54,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,23,2,3,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,17,1,5,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,10,1,5,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,5,1,5,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,6,10,1,5,1,0,6,4,2,,,,,,,,,,,
,,,,,,,,,7,2,1,5,1,0,7,4,1,,,,,,,,,,,
,,,,,,,,,8,34,2,5,1,0,8,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,4,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201011,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
721549,1,1,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,78,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,75,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,37,2,4,1,0,3,3,3,,,,,,,,,,,
,,,,,,,,,4,27,1,5,1,0,4,3,1,,,,,,,,,,,
,,,,,,,,,5,31,1,5,1,0,5,3,1,,,,,,,,,,,
,,,,,,,,,6,20,2,5,1,0,6,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721551,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,28,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,34,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,6,1,4,1,0,3,4,1,,,,,,,,,,,
,,,,,,,,,4,1,1,4,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201007,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
721599,1,1,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,68,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,45,2,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,44,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,41,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,8,1,5,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,6,18,2,5,1,0,6,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,4,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210629,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721601,1,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,65,2,2,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,36,2,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,11,1,5,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,1,1,5,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,19,1,5,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,4,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220111,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721625,1,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,43,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,44,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,15,1,4,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,12,2,4,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,10,2,4,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211217,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721626,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,53,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,22,1,4,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211008,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
721634,2,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,29,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,27,2,3,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,8,1,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,2,1,4,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,2,2,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211013,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721664,2,1,10,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,42,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,25,2,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,24,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,23,1,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,19,2,4,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,6,14,2,4,1,0,6,4,2,,,,,,,,,,,
,,,,,,,,,7,11,1,4,1,0,7,4,2,,,,,,,,,,,
,,,,,,,,,8,9,1,4,1,0,8,4,1,,,,,,,,,,,
,,,,,,,,,9,44,1,5,1,0,9,3,5,,,,,,,,,,,
,,,,,,,,,10,62,2,5,1,0,10,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201216,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
721742,1,1,7,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,35,2,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,12,1,4,1,0,2,4,2,,,,,,,,,,,
,,,,,,,,,3,7,2,4,1,0,3,5,2,,,,,,,,,,,
,,,,,,,,,4,33,1,5,1,0,4,3,2,,,,,,,,,,,
,,,,,,,,,5,27,2,5,1,0,5,3,4,,,,,,,,,,,
,,,,,,,,,6,14,1,5,1,0,6,1,4,,,,,,,,,,,
,,,,,,,,,7,4,2,5,1,0,7,1,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211117,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
721743,1,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,45,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,48,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,23,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,22,2,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,21,1,4,1,0,5,3,5,,,,,,,,,,,
,,,,,,,,,6,14,1,4,1,0,6,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721750,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,53,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,30,1,4,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,25,2,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,18,1,4,1,0,4,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
721754,2,1,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,35,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,35,2,3,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,13,2,4,1,0,3,4,7,,,,,,,,,,,
,,,,,,,,,4,11,1,4,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211129,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
721757,2,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,50,2,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,21,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,17,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,12,2,4,1,0,4,3,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210324,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
721765,2,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,28,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,25,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,3,1,4,1,0,3,4,1,,,,,,,,,,,
,,,,,,,,,4,53,1,5,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,21,2,5,1,0,5,3,5,,,,,,,,,,,
,,,,,,,,,6,47,2,5,1,0,6,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210217,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721782,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,32,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,27,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
721886,1,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,57,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,52,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,35,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,27,1,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,17,2,4,1,0,5,4,5,,,,,,,,,,,
,,,,,,,,,6,31,1,4,1,0,6,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210415,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721898,2,1,6,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,40,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,41,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,21,1,4,1,0,3,4,5,,,,,,,,,,,
,,,,,,,,,4,20,2,4,1,0,4,4,5,,,,,,,,,,,
,,,,,,,,,5,17,2,4,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,6,3,2,5,1,0,6,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,4,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,4,2,4,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211215,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
721901,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,75,1,1,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,76,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,12,1,5,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20200317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
721904,2,1,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,51,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,25,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,21,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
721922,1,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,47,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,22,1,4,1,0,2,1,4,,,,,,,,,,,
,,,,,,,,,3,57,1,5,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,61,1,5,1,0,4,3,4,,,,,,,,,,,
,,,,,,,,,5,26,1,4,1,0,5,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721964,2,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,44,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,40,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,20,2,4,1,0,3,4,5,,,,,,,,,,,
,,,,,,,,,4,16,1,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,5,14,1,4,1,0,5,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
721969,2,1,7,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,54,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,49,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,27,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,25,2,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,19,1,4,1,0,5,3,4,,,,,,,,,,,
,,,,,,,,,6,18,2,4,1,0,6,4,4,,,,,,,,,,,
,,,,,,,,,7,17,1,4,1,0,7,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220121,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
721974,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,37,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,34,2,3,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,3,10,2,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
721985,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,36,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,24,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,7,1,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220122,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722057,2,1,5,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,80,1,2,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,45,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,36,2,5,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,12,1,5,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,8,2,5,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,4,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,4,2,4,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722067,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,56,2,2,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,27,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210324,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722141,1,1,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,48,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,46,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,24,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,21,1,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722170,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,26,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,25,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,7,2,4,1,0,3,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,6,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201208,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722213,2,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,62,2,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,27,1,5,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,27,2,5,1,0,3,3,5,,,,,,,,,,,
